DATE;FCI;NFCI;CISS
30/08/2019;-0.8189;-0.543129761;0.0821
06/09/2019;-0.9619;-0.532225027;0.0893
13/09/2019;-1.1034;-0.521085954;0.0792
20/09/2019;-1.1453;-0.512755312;0.0615
27/09/2019;-0.8399;-0.507156976;0.0802
04/10/2019;-0.6549;-0.506886543;0.0664
11/10/2019;-0.6799;-0.512422786;0.0913
18/10/2019;-0.7139;-0.526598655;0.0598
25/10/2019;-0.7799;-0.544431731;0.0588
01/11/2019;-0.8432;-0.561010974;0.0565
08/11/2019;-1.006;-0.575650421;0.0674
15/11/2019;-1.1123;-0.584253359;0.0494
22/11/2019;-1.0287;-0.586280958;0.0483
29/11/2019;-1.0197;-0.579926926;0.0382
06/12/2019;-1.0334;-0.568688021;0.0521
13/12/2019;-1.0945;-0.556552327;0.044
20/12/2019;-1.1567;-0.549700566;0.0274
27/12/2019;-1.1303;-0.552605692;0.0229
03/01/2020;-1.1757;-0.570364169;0.0401
10/01/2020;-1.2829;-0.598356106;0.0314
17/01/2020;-1.2843;-0.633845362;0.0397
24/01/2020;-1.3649;-0.662120344;0.0438
31/01/2020;-1.1495;-0.673660061;0.0698
07/02/2020;-1.164;-0.656639036;0.0631
14/02/2020;-1.1289;-0.595698761;0.037
21/02/2020;-1.1276;-0.486070256;0.0418
28/02/2020;-0.0662;-0.328154793;0.1211
06/03/2020;-0.1444;-0.142416051;0.201
13/03/2020;1.4611;0.056004936;0.355
20/03/2020;0.903;0.233513962;0.3137
27/03/2020;0.5623;0.35465994;0.2887
03/04/2020;0.2999;0.405701155;0.3119
10/04/2020;0.024;0.402227435;0.1707
17/04/2020;-0.0544;0.341228488;0.2364
24/04/2020;0.8736;0.240997583;0.2879
01/05/2020;1.2133;0.118029425;0.3232
08/05/2020;1.5668;-0.005159118;0.3127
15/05/2020;1.7298;-0.110641421;0.2578
22/05/2020;1.4021;-0.203234639;0.2794
29/05/2020;1.5917;-0.265020809;0.2672
05/06/2020;1.0865;-0.299685844;0.3073
12/06/2020;1.2854;-0.306542512;0.2914
19/06/2020;0.9635;-0.305018106;0.2407
26/06/2020;0.4213;-0.299222589;0.2667
03/07/2020;0.0649;-0.299603679;0.2246
10/07/2020;-0.1526;-0.302031353;0.1943
17/07/2020;-0.199;-0.345252983;0.2022
24/07/2020;-0.9175;-0.388936198;0.1697
31/07/2020;-1.0412;-0.436788889;0.2013
07/08/2020;-1.4764;-0.481325732;0.1883
14/08/2020;-1.4349;-0.516513265;0.1982
21/08/2020;-0.9033;-0.537328614;0.1619
28/08/2020;-1.0771;-0.543218645;0.1761
04/09/2020;-0.6417;-0.535990909;0.1925
11/09/2020;-0.6071;-0.518650638;0.1592
18/09/2020;-0.5093;-0.497436304;0.1034
25/09/2020;-0.2332;-0.469774999;0.1745
02/10/2020;-0.2804;-0.447449937;0.149
09/10/2020;-0.3881;-0.433261732;0.1413
16/10/2020;-0.2028;-0.428514742;0.1745
23/10/2020;-0.202;-0.44158319;0.1292
30/10/2020;-0.5281;-0.462449678;0.1574
06/11/2020;-0.8183;-0.492441212;0.1475
13/11/2020;-0.965;-0.527176455;0.1725
20/11/2020;-1.0641;-0.557222532;0.1138
27/11/2020;-1.1001;-0.582106908;0.1035
04/12/2020;-1.1102;-0.601058518;0.1055
11/12/2020;-1.087;-0.611396561;0.085
18/12/2020;-1.527;-0.615444448;0.0912
25/12/2020;-1.3809;-0.613282587;0.0982
01/01/2021;-1.3152;-0.610351418;0.0507
08/01/2021;-1.2721;-0.607177773;0.0754
15/01/2021;-1.2865;-0.604962035;0.0639
22/01/2021;-1.132;-0.610817074;0.0472
29/01/2021;-0.8926;-0.615928703;0.0835
05/02/2021;-1.2093;-0.625556737;0.0518
12/02/2021;-1.1476;-0.636635932;0.054
19/02/2021;-1.3289;-0.645117698;0.069
26/02/2021;-1.253;-0.653778259;0.0736
05/03/2021;-1.0997;-0.66345442;0.057
12/03/2021;-1.1458;-0.672523369;0.0538
19/03/2021;-1.0512;-0.683425425;0.0456
26/03/2021;-1.4992;-0.690985929;0.0365
02/04/2021;-1.4426;-0.699689992;0.0462
09/04/2021;-1.264;-0.70805511;0.0329
16/04/2021;-1.2419;-0.717090995;0.0459
23/04/2021;-1.256;-0.719864611;0.0458
30/04/2021;-1.3794;-0.722524397;0.0344
07/05/2021;-1.3315;-0.724271785;0.0453
14/05/2021;-1.3819;-0.725538084;0.0449
21/05/2021;-1.2773;-0.724452775;0.0262
28/05/2021;-1.3821;-0.726901569;0.0291
04/06/2021;-1.3;-0.730405932;0.0249
11/06/2021;-1.2589;-0.732957791;0.0304
18/06/2021;-1.0828;-0.736472922;0.0341
25/06/2021;-1.0608;-0.737774402;0.0368
02/07/2021;-1.1148;-0.737951127;0.0536
09/07/2021;-1.0151;-0.734099095;0.0804
16/07/2021;-0.9765;-0.731328927;0.0519
23/07/2021;-1.0028;-0.716746179;0.0847
30/07/2021;-0.8085;-0.705438817;0.0552
06/08/2021;-0.8217;-0.692942794;0.0487
13/08/2021;-0.7363;-0.682942965;0.0323
20/08/2021;-0.7358;-0.674591234;0.0374
27/08/2021;-0.7198;-0.672718922;0.0342
03/09/2021;-0.5729;-0.673670588;0.035
10/09/2021;-0.569;-0.678153614;0.0323
17/09/2021;-0.5391;-0.686235081;0.0365
24/09/2021;-0.544;-0.693959201;0.0644
01/10/2021;-0.5623;-0.702238047;0.0551
08/10/2021;-0.4683;-0.706250817;0.0541
15/10/2021;-0.4819;-0.707115071;0.0501
22/10/2021;-0.296;-0.695896769;0.0334
29/10/2021;-0.3056;-0.679645566;0.0405
05/11/2021;-0.4664;-0.656529842;0.0429
12/11/2021;-0.408;-0.631326004;0.0235
19/11/2021;-0.5275;-0.607206519;0.0496
26/11/2021;-0.4359;-0.587052221;0.0825
03/12/2021;-0.5881;-0.573198392;0.0895
10/12/2021;-0.8138;-0.571043094;0.106
17/12/2021;-0.7385;-0.577510206;0.0914
24/12/2021;-0.8963;-0.587097987;0.0861
31/12/2021;-0.7634;-0.600262842;0.0482
07/01/2022;-0.7662;-0.609009214;0.0763
14/01/2022;-0.7734;-0.612384558;0.0775
21/01/2022;-0.8731;-0.600431142;0.0717
28/01/2022;-0.863;-0.580408071;0.1112
04/02/2022;-0.7636;-0.552397606;0.1479
11/02/2022;-0.7434;-0.518269434;0.1035
18/02/2022;-0.701;-0.477706305;0.1233
25/02/2022;-0.3686;-0.440009163;0.1832
04/03/2022;-0.057;-0.406794646;0.2808
11/03/2022;0.1048;-0.38190927;0.3459
18/03/2022;-0.0545;-0.370209784;0.306
25/03/2022;0.1884;-0.363109397;0.2248
01/04/2022;0.0597;-0.361206293;0.2576
08/04/2022;0.2982;-0.358500388;0.223
15/04/2022;0.3403;-0.353003765;0.1414
22/04/2022;0.2301;-0.337988366;0.1799
29/04/2022;0.3202;-0.32083827;0.2693
06/05/2022;0.2173;-0.300972426;0.2572
13/05/2022;0.0682;-0.280440047;0.2972
20/05/2022;0.2369;-0.255596842;0.3131
27/05/2022;0.1028;-0.230864121;0.3266
03/06/2022;0.4519;-0.204378376;0.2707
10/06/2022;0.4999;-0.176877533;0.3616
17/06/2022;0.2201;-0.151490221;0.4051
24/06/2022;0.4122;-0.132790881;0.3352
01/07/2022;0.3322;-0.125401491;0.2931
08/07/2022;0.3542;-0.128715647;0.3804
15/07/2022;0.3324;-0.141301421;0.4065
22/07/2022;0.2969;-0.165866958;0.4164
29/07/2022;0.2281;-0.189912341;0.4319
05/08/2022;0.2884;-0.209419125;0.39
12/08/2022;0.4268;-0.22124135;0.2892
19/08/2022;0.6609;-0.220397459;0.3248
26/08/2022;0.6588;-0.204445079;0.3446
02/09/2022;0.6473;-0.176486177;0.4163
09/09/2022;0.7186;-0.140654356;0.3784
16/09/2022;0.7615;-0.101661608;0.4226
23/09/2022;0.7964;-0.06621499;0.4694
30/09/2022;0.5502;-0.04077645;0.4741
